,location,total_sqft,bath,price,bhk
2874,Hebbal,1251.0,2.0,88.73,2
2875,Hebbal,1645.0,3.0,121.0,3
2876,Hebbal,1760.0,3.0,123.0,3
2877,Hebbal,2790.0,4.0,198.0,4
2878,Hebbal,3960.0,5.0,386.0,4
2879,Hebbal,1645.0,3.0,120.0,3
2880,Hebbal,1255.0,2.0,90.0,3
2881,Hebbal,1645.0,3.0,117.0,3
2884,Hebbal,1636.0,3.0,119.0,3
2885,Hebbal,2661.0,2.0,226.5,3
2886,Hebbal,1255.0,2.0,95.0,3
2887,Hebbal,2790.0,4.0,198.0,4
2889,Hebbal,1255.0,2.0,95.0,3
2890,Hebbal,1088.0,2.0,61.45,2
2891,Hebbal,1349.0,2.0,97.8,2
2893,Hebbal,1344.0,2.0,108.0,2
2894,Hebbal,1255.0,2.0,90.0,3
2896,Hebbal,1138.0,2.0,110.0,2
2897,Hebbal,2790.0,5.0,204.0,4
2898,Hebbal,1088.0,2.0,62.0,2
2899,Hebbal,1987.0,4.0,165.0,3
2900,Hebbal,2790.0,5.0,198.0,4
2901,Hebbal,1299.0,2.0,100.0,2
2902,Hebbal,1200.0,2.0,60.0,2
2903,Hebbal,1645.0,3.0,117.0,3
2904,Hebbal,1390.0,2.0,95.0,2
2905,Hebbal,1333.0,2.0,100.0,2
2907,Hebbal,2650.0,4.0,199.0,3
2908,Hebbal,1800.0,3.0,140.0,3
2910,Hebbal,2470.0,4.0,203.0,4
2911,Hebbal,1255.0,2.0,95.0,3
2912,Hebbal,1333.0,2.0,104.0,2
2913,Hebbal,1645.0,3.0,117.0,3
2914,Hebbal,2600.0,3.0,199.0,3
2915,Hebbal,1345.0,2.0,97.0,2
2917,Hebbal,985.0,2.0,62.0,2
2918,Hebbal,1320.0,2.0,91.0,2
2919,Hebbal,2388.0,3.0,195.0,3
2920,Hebbal,1040.0,2.0,55.0,2
2922,Hebbal,2600.0,3.0,195.0,3
2923,Hebbal,1075.0,2.0,52.0,2
2924,Hebbal,2630.0,5.0,188.0,4
2925,Hebbal,2790.0,5.0,198.0,4
2926,Hebbal,1645.0,3.0,113.0,3
2928,Hebbal,1420.0,2.0,99.39,2
2930,Hebbal,3520.0,5.0,320.0,3
2931,Hebbal,1162.0,2.0,69.0,2
2932,Hebbal,1100.0,2.0,60.0,2
2933,Hebbal,4235.0,5.0,364.0,4
2934,Hebbal,1299.0,2.0,97.0,2
2936,Hebbal,2470.0,5.0,192.0,4
2937,Hebbal,1645.0,3.0,117.0,3
2938,Hebbal,1920.0,3.0,134.0,3
2939,Hebbal,3520.0,5.0,240.0,3
2940,Hebbal,1920.0,3.0,150.0,3
2941,Hebbal,2375.0,4.0,189.0,4
2942,Hebbal,1420.0,2.0,99.26,2
2943,Hebbal,1252.0,2.0,92.0,2
2944,Hebbal,2790.0,4.0,198.0,4
2945,Hebbal,1162.0,2.0,59.0,2
2946,Hebbal,1294.0,2.0,115.0,2
2947,Hebbal,4225.0,6.0,359.0,4
2948,Hebbal,1150.0,2.0,57.0,2
2949,Hebbal,1740.0,2.0,137.0,3
2951,Hebbal,1662.0,3.0,155.0,3
2952,Hebbal,2250.0,3.0,219.0,3
2953,Hebbal,1349.0,2.0,98.0,2
2954,Hebbal,4000.0,6.0,370.0,4
2955,Hebbal,1349.0,2.0,96.8,2
2956,Hebbal Kempapura,1700.0,3.0,155.0,3
2957,Hebbal Kempapura,1800.0,3.0,175.0,3
2958,Hebbal Kempapura,2900.0,4.0,300.0,3
2959,Hebbal Kempapura,3522.0,3.0,380.0,3
2960,Hebbal Kempapura,2280.0,5.0,200.0,5
2961,Hebbal Kempapura,1200.0,2.0,125.0,2
2962,Hebbal Kempapura,2900.0,4.0,240.0,3
2964,Hebbal Kempapura,1300.0,2.0,102.0,2
2965,Hebbal Kempapura,1466.0,2.0,140.0,3
2967,Hebbal Kempapura,1725.0,2.0,165.0,3
2968,Hebbal Kempapura,1200.0,3.0,125.0,3
2969,Hebbal Kempapura,3408.0,3.0,260.0,3
2970,Hebbal Kempapura,1485.0,3.0,132.0,2
2971,Hebbal Kempapura,1400.0,2.0,108.0,2
2972,Hebbal Kempapura,1800.0,3.0,150.0,3
2973,Hebbal Kempapura,2400.0,5.0,200.0,5
2974,Hebbal Kempapura,2800.0,5.0,220.0,5
2975,Hebbal Kempapura,1785.0,3.0,165.0,3
2976,Hebbal Kempapura,3729.0,4.0,384.0,4
2977,Hebbal Kempapura,1600.0,3.0,170.0,3
2978,Hebbal Kempapura,1730.0,3.0,175.0,3
2980,Hegde Nagar,1569.0,3.0,101.0,3
2981,Hegde Nagar,3000.0,7.0,210.0,6
2982,Hegde Nagar,2026.0,3.0,132.0,3
2983,Hegde Nagar,1801.0,3.0,115.0,3
2984,Hegde Nagar,1050.0,1.0,56.0,2
2985,Hegde Nagar,1341.0,2.0,97.0,2
2986,Hegde Nagar,2112.95,4.0,145.0,3
2987,Hegde Nagar,1200.0,4.0,83.0,4
2988,Hegde Nagar,1703.0,3.0,113.0,3
2989,Hegde Nagar,1570.0,3.0,105.0,3
2990,Hegde Nagar,1801.0,3.0,140.0,3
2991,Hegde Nagar,1584.01,3.0,103.0,3
2992,Hegde Nagar,1965.0,4.0,125.0,3
2993,Hegde Nagar,1200.0,2.0,75.0,2
2994,Hegde Nagar,1847.0,3.0,135.0,3
2995,Hegde Nagar,1965.0,4.0,132.0,3
2996,Hegde Nagar,1703.0,3.0,125.0,3
2997,Hegde Nagar,1847.0,3.0,125.0,3
2998,Hegde Nagar,2144.6,4.0,145.0,3
2999,Hegde Nagar,1718.0,3.0,119.0,3
3000,Hegde Nagar,1847.0,3.0,123.0,3
3001,Hegde Nagar,1340.0,2.0,72.0,2
3002,Hegde Nagar,2087.01,3.0,115.0,3
3003,Hegde Nagar,1703.0,3.0,130.0,3
3004,Hegde Nagar,2087.01,4.0,135.0,3
3005,Hegde Nagar,1718.0,3.0,130.0,3
3006,Hegde Nagar,1884.0,4.0,118.0,3
3007,Hegde Nagar,1930.0,4.0,122.0,3
3008,Hegde Nagar,1584.01,3.0,104.0,3
3009,Hegde Nagar,1168.0,2.0,68.0,3
3010,Hegde Nagar,2162.03,4.0,129.0,3
3011,Hegde Nagar,2087.01,4.0,160.0,3
3012,Hegde Nagar,1000.0,2.0,66.0,2
3013,Hegde Nagar,1348.0,2.0,80.5,3
3014,Hennur,1075.0,2.0,52.0,2
3015,Hennur,1255.0,2.0,52.32,2
3016,Hennur,1225.0,2.0,57.0,2
3017,Hennur,1255.0,2.0,57.5,2
3018,Hennur,1259.0,2.0,57.0,2
3019,Hennur,1255.0,2.0,53.5,2
3020,Hennur,1285.0,2.0,60.0,2
3021,Hennur,1285.0,2.0,60.0,2
3022,Hennur,1100.0,2.0,60.0,2
3023,Hennur,1231.0,2.0,48.0,2
3024,Hennur,1255.0,2.0,58.0,2
3025,Hennur,1040.0,2.0,42.12,2
3026,Hennur,1255.0,2.0,54.5,2
3027,Hennur,1041.0,2.0,40.6,2
3029,Hennur,1255.0,2.0,55.5,2
3031,Hennur,1231.0,2.0,50.0,2
3032,Hennur,2500.0,5.0,125.0,5
3033,Hennur,1160.0,2.0,49.0,2
3034,Hennur,2400.0,3.0,135.0,3
3035,Hennur,1255.0,2.0,53.5,2
3036,Hennur,1255.0,2.0,55.5,2
3037,Hennur,1100.0,2.0,44.55,2
3038,Hennur,1255.0,2.0,57.5,2
3039,Hennur,960.0,2.0,48.0,2
3040,Hennur,1020.0,2.0,48.0,2
3041,Hennur,1255.0,2.0,52.32,2
3042,Hennur,1295.0,2.0,64.0,2
3043,Hennur,1935.0,3.0,102.0,3
3045,Hennur,1345.0,2.0,69.0,3
3046,Hennur,1255.0,2.0,58.0,2
3047,Hennur,1420.0,2.0,62.0,2
3048,Hennur,1155.0,2.0,54.5,2
3049,Hennur,1255.0,2.0,52.32,2
3050,Hennur,1255.0,2.0,52.35,2
3053,Hennur,1255.0,2.0,54.5,2
3054,Hennur,1830.0,2.0,113.0,3
3055,Hennur,1830.5,3.0,84.205,3
3056,Hennur,1255.0,2.0,55.5,2
3057,Hennur,1255.0,2.0,53.57,2
3058,Hennur,1255.0,2.0,56.5,2
3059,Hennur,1050.0,2.0,42.73,2
3060,Hennur,1295.0,2.0,62.0,2
3061,Hennur Road,2089.0,3.0,140.0,3
3062,Hennur Road,3203.5,2.0,224.5,4
3063,Hennur Road,5000.0,8.0,250.0,8
3064,Hennur Road,1385.0,2.0,83.09,2
3065,Hennur Road,1317.5,2.0,63.77,2
3067,Hennur Road,2264.0,3.0,159.0,3
3068,Hennur Road,1157.0,2.0,84.0,2
3069,Hennur Road,1904.0,3.0,120.0,3
3070,Hennur Road,1891.0,3.0,109.0,3
3071,Hennur Road,1561.0,3.0,95.0,3
3073,Hennur Road,2060.0,3.0,149.0,3
3074,Hennur Road,1482.0,2.0,92.0,3
3075,Hennur Road,1232.0,2.0,89.0,2
3076,Hennur Road,1065.0,2.0,42.6,2
3078,Hennur Road,1482.0,2.0,87.0,3
3079,Hennur Road,1891.0,3.0,139.0,3
3080,Hennur Road,1703.0,3.0,101.0,3
3081,Hennur Road,1232.0,2.0,69.61,2
3082,Hennur Road,987.0,2.0,49.0,2
3084,Hennur Road,2160.0,3.0,160.0,3
3086,Hennur Road,1680.0,3.0,99.27,3
3087,Hennur Road,1065.0,2.0,42.6,2
3088,Hennur Road,1385.0,2.0,83.09,2
3090,Hennur Road,2350.0,3.0,174.0,3
3091,Hennur Road,1586.0,3.0,93.94,3
3092,Hennur Road,1975.0,3.0,123.0,3
3094,Hennur Road,1290.0,2.0,94.5,3
3095,Hennur Road,901.0,2.0,49.5,2
3096,Hennur Road,1445.0,3.0,86.56,3
3097,Hennur Road,1482.0,2.0,97.0,3
3098,Hennur Road,1182.0,2.0,82.5,2
3100,Hennur Road,1036.0,2.0,59.46,2
3101,Hennur Road,1891.0,3.0,109.0,3
3102,Hennur Road,1232.0,2.0,69.61,2
3104,Hennur Road,2320.0,3.0,170.0,3
3105,Hennur Road,1936.0,3.0,118.0,3
3106,Hennur Road,1480.0,2.0,65.0,2
3107,Hennur Road,1590.0,3.0,96.5,3
3108,Hennur Road,1445.0,2.0,105.0,3
3109,Hennur Road,1036.0,2.0,59.45,2
3110,Hennur Road,1832.0,3.0,125.0,3
3111,Hennur Road,1359.0,2.0,104.0,2
3112,Hennur Road,1341.0,2.0,75.76,2
3113,Hennur Road,1040.0,2.0,50.0,2
3115,Hennur Road,1414.0,2.0,84.18,2
3116,Hennur Road,1949.0,3.0,133.0,3
3117,Hennur Road,1232.0,2.0,89.0,2
3118,Hennur Road,1250.0,2.0,77.88,3
3119,Hennur Road,2502.0,4.0,180.0,4
3120,Hennur Road,1831.0,3.0,110.0,3
3121,Hennur Road,1232.0,2.0,87.0,2
3122,Hennur Road,1232.0,2.0,74.0,2
3123,Hennur Road,1232.0,2.0,66.0,2
3124,Hennur Road,1341.0,2.0,95.0,2
3126,Hennur Road,1232.0,2.0,88.0,2
3127,Hennur Road,2365.0,4.0,175.0,3
3128,Hennur Road,1310.0,2.0,66.0,2
3130,Hennur Road,1015.0,2.0,50.0,2
3132,Hennur Road,2264.0,3.0,168.0,3
3133,Hennur Road,2002.0,3.0,120.0,3
3134,Hennur Road,1232.0,2.0,69.6,2
3135,Hennur Road,1195.0,2.0,73.0,2
3136,Hennur Road,1020.0,2.0,47.0,2
3137,Hennur Road,5100.0,6.0,375.0,5
3138,Hennur Road,1061.0,2.0,54.92,2
3140,Hennur Road,1020.0,2.0,45.0,2
3141,Hennur Road,2041.0,3.0,128.0,3
3142,Hennur Road,1232.0,2.0,87.0,2
3143,Hennur Road,1066.0,2.0,52.23,2
3144,Hennur Road,973.0,2.0,56.0,2
3145,Hennur Road,1255.0,2.0,84.0,2
3146,Hennur Road,1232.0,2.0,83.0,2
3147,Hennur Road,1832.0,3.0,116.0,3
3148,Hennur Road,2050.0,3.0,120.0,3
3149,Hennur Road,1445.0,2.0,86.69,3
3150,Hennur Road,1445.0,2.0,83.0,3
3153,Hennur Road,1654.0,3.0,97.8,3
3154,Hennur Road,1480.0,3.0,100.0,3
3155,Hennur Road,1450.0,3.0,88.6,3
3156,Hennur Road,1155.0,2.0,69.18,2
3157,Hennur Road,1053.0,2.0,53.0,2
3158,Hennur Road,1195.0,2.0,59.0,2
3159,Hennur Road,1904.0,3.0,129.0,3
3160,Hennur Road,1981.0,3.0,134.0,3
3161,Hennur Road,1155.0,2.0,69.18,2
3163,Hennur Road,1590.0,3.0,105.0,3
3164,Hennur Road,2041.0,3.0,138.0,3
3165,Hennur Road,1100.0,2.0,78.0,3
3166,Hennur Road,1880.0,4.0,154.0,4
3167,Hennur Road,1232.0,2.0,69.61,2
3168,Hennur Road,1748.0,3.0,103.0,3
3169,Hennur Road,1460.0,2.0,80.3,2
3171,Hennur Road,1933.0,3.0,140.0,3
3172,Hennur Road,1030.0,2.0,46.5,2
3173,Hennur Road,1232.0,2.0,69.61,2
3175,Hennur Road,1445.0,2.0,89.56,3
3176,Hennur Road,973.0,2.0,50.74,2
3178,Hennur Road,1305.0,2.0,77.0,3
3180,Hennur Road,1165.0,2.0,67.0,2
3181,Hennur Road,980.0,2.0,51.0,2
3182,Hennur Road,1232.0,2.0,80.0,2
3183,Hennur Road,1085.0,2.0,43.4,2
3184,Hennur Road,950.0,2.0,55.0,2
3185,Hennur Road,1140.0,2.0,56.0,2
3186,Hennur Road,1891.0,3.0,110.0,3
3189,Hennur Road,1165.0,2.0,52.0,2
3190,Hennur Road,1450.0,2.0,80.0,2
3191,Hennur Road,1155.0,2.0,69.18,2
3192,Hennur Road,1936.0,3.0,131.0,3
3193,Hoodi,985.0,2.0,67.0,2
3196,Hoodi,1425.0,2.0,80.0,2
3197,Hoodi,1420.0,2.0,75.0,2
3198,Hoodi,1639.0,3.0,110.0,3
3200,Hoodi,1639.0,3.0,98.32,3
3204,Hoodi,1026.0,2.0,60.87,2
3205,Hoodi,1050.0,2.0,50.0,2
3206,Hoodi,1400.0,2.0,78.0,2
3207,Hoodi,2400.0,5.0,160.0,5
3208,Hoodi,1196.0,2.0,71.74,2
3210,Hoodi,1500.0,2.0,84.0,2
3211,Hoodi,1055.0,2.0,57.63,2
3212,Hoodi,1925.0,2.0,114.0,3
3213,Hoodi,1400.0,2.0,82.0,2
3215,Hoodi,706.0,1.0,48.24,1
3216,Hoodi,1257.0,2.0,69.0,2
3217,Hoodi,1132.0,2.0,67.9,2
3218,Hoodi,1925.0,3.0,110.0,3
3220,Hoodi,1257.0,2.0,71.03,2
3221,Hoodi,1305.0,2.0,75.0,2
3223,Hoodi,1240.0,2.0,65.0,2
3225,Hoodi,1108.0,2.0,74.23,2
3226,Hoodi,1257.0,2.0,68.5,2
3227,Hoodi,1000.0,2.0,48.0,2
3228,Hoodi,1063.0,2.0,61.17,2
3229,Hoodi,1259.0,2.0,69.45,2
3230,Hoodi,711.0,1.0,42.65,1
3232,Hoodi,863.0,1.0,40.55,1
3233,Hoodi,1715.0,2.0,100.0,3
3235,Hoodi,1447.0,3.0,76.0,2
3236,Hoodi,2144.0,3.0,140.0,3
3237,Hoodi,1108.0,2.0,66.46,2
3239,Hoodi,1837.0,3.0,110.0,3
3240,Hoodi,3385.0,4.0,220.0,4
3242,Hoodi,1181.0,2.0,55.0,2
3243,Hoodi,1490.0,3.0,85.0,3
3244,Hoodi,1258.5,2.0,59.135,2
3245,Horamavu Agara,1200.0,2.0,45.0,2
3246,Horamavu Agara,1560.0,3.0,75.0,3
3247,Horamavu Agara,755.0,2.0,37.49,2
3248,Horamavu Agara,982.0,2.0,47.65,2
3249,Horamavu Agara,1650.0,2.0,75.0,3
3250,Horamavu Agara,950.0,2.0,39.0,2
3251,Horamavu Agara,1756.0,3.0,92.0,3
3252,Horamavu Agara,1106.0,2.0,43.09,2
3253,Horamavu Agara,1079.0,2.0,41.0,2
3254,Horamavu Agara,1169.0,2.0,64.0,2
3255,Horamavu Agara,1265.0,2.0,65.0,3
3256,Horamavu Agara,1060.0,2.0,37.0,2
3257,Horamavu Agara,1107.83,2.0,41.51,2
3258,Horamavu Agara,980.0,2.0,38.19,2
3259,Horamavu Agara,1250.0,3.0,65.0,3
3260,Horamavu Agara,1145.0,2.0,41.21,2
3261,Horamavu Agara,2400.0,3.0,80.0,5
3262,Horamavu Agara,1000.0,2.0,46.0,2
3263,Horamavu Agara,760.0,2.0,37.49,2
3264,Horamavu Agara,1150.0,2.0,42.0,2
3266,Horamavu Agara,750.0,2.0,37.49,2
3267,Horamavu Agara,625.0,1.0,27.0,1
3268,Horamavu Agara,1080.0,2.0,38.0,2
3269,Horamavu Agara,994.0,2.0,42.28,2
3270,Horamavu Agara,1107.83,2.0,41.51,2
3272,Horamavu Agara,1090.0,2.0,46.0,2
3273,Horamavu Agara,1400.0,3.0,63.0,3
3274,Horamavu Agara,1557.0,3.0,70.0,3
3275,Horamavu Agara,1058.0,2.0,47.0,2
3278,Horamavu Banaswadi,1460.0,2.0,80.5,2
3279,Horamavu Banaswadi,1156.0,2.0,46.0,2
3280,Horamavu Banaswadi,1180.0,2.0,58.0,2
3281,Horamavu Banaswadi,1307.0,2.0,51.6,2
3282,Horamavu Banaswadi,3800.0,8.0,200.0,6
3283,Horamavu Banaswadi,1357.0,2.0,54.0,2
3284,Horamavu Banaswadi,925.0,2.0,38.0,2
3285,Horamavu Banaswadi,1272.0,2.0,48.0,2
3286,Horamavu Banaswadi,1225.0,2.0,49.5,2
3287,Horamavu Banaswadi,1272.0,2.0,51.5,2
3288,Horamavu Banaswadi,1272.0,2.0,51.5,2
3289,Horamavu Banaswadi,1156.0,2.0,46.9,2
3290,Horamavu Banaswadi,1200.0,2.0,45.0,2
3291,Horamavu Banaswadi,1254.0,2.0,47.0,2
3292,Horamavu Banaswadi,1610.0,3.0,68.0,3
3293,Horamavu Banaswadi,1210.0,2.0,50.0,2
3294,Horamavu Banaswadi,1357.0,2.0,54.0,2
3295,Horamavu Banaswadi,1272.0,2.0,50.0,2
3296,Horamavu Banaswadi,1200.0,2.0,45.0,2
3297,Horamavu Banaswadi,1025.0,2.0,45.0,2
3298,Horamavu Banaswadi,1081.0,2.0,52.0,2
3299,Horamavu Banaswadi,1000.0,2.0,50.0,2
3300,Hormavu,1500.0,2.0,78.0,2
3301,Hormavu,1150.0,2.0,55.0,2
3303,Hormavu,1180.0,2.0,50.0,2
3304,Hormavu,1200.0,2.0,67.0,2
3305,Hormavu,1200.0,3.0,70.0,2
3306,Hormavu,1175.0,2.0,52.0,2
3307,Hormavu,1351.0,2.0,53.0,1
3308,Hormavu,1141.0,2.0,44.4,2
3309,Hormavu,1130.0,2.0,42.3,2
3311,Hormavu,1725.0,3.0,85.0,3
3312,Hormavu,1153.0,2.0,65.0,2
3313,Hormavu,1150.0,2.0,53.11,2
3314,Hormavu,1123.0,2.0,56.0,2
3315,Hormavu,1385.0,2.0,69.0,3
3317,Hormavu,1030.0,2.0,49.35,2
3318,Hormavu,1018.0,2.0,50.8,2
3319,Hormavu,1555.0,3.0,75.0,3
3320,Hormavu,1143.0,2.0,53.0,2
3321,Hormavu,1100.0,2.0,38.0,2
3322,Hormavu,1000.0,2.0,50.0,2
3323,Hormavu,1200.0,2.0,68.0,2
3325,Hormavu,1200.0,2.0,68.0,2
3326,Hormavu,765.0,2.0,37.49,2
3328,Hormavu,1081.5,2.0,38.665,2
3329,Hormavu,1250.0,2.0,60.0,2
3330,Hormavu,965.0,2.0,37.15,2
3331,Hormavu,583.0,1.0,28.275,1
3332,Hormavu,1129.0,2.0,44.0,2
3333,Hormavu,1385.0,2.0,69.25,3
3334,Hormavu,1165.0,2.0,40.0,2
3335,Hormavu,1065.0,2.0,50.92,2
3336,Hormavu,1046.0,2.0,60.0,2
3337,Hormavu,1400.0,2.0,75.0,2
3338,Hormavu,1365.0,2.0,65.0,3
3339,Hormavu,1196.0,2.0,44.8,2
3340,Hormavu,1263.0,2.0,47.36,2
3341,Hormavu,1015.0,2.0,39.08,2
3343,Hormavu,1200.0,2.0,73.0,2
3344,Hormavu,1250.0,2.0,65.0,2
3346,Hormavu,1075.0,2.0,53.7,2
3347,Hormavu,980.0,2.0,42.0,2
3348,Hormavu,1075.0,2.0,53.7,2
3349,Hormavu,2282.0,4.0,115.0,4
3350,Hormavu,1206.0,2.0,55.0,2
3351,Hormavu,1310.0,2.0,67.0,2
3352,Hormavu,1310.0,2.0,60.0,2
3353,Hormavu,1020.0,2.0,45.75,2
3354,Hormavu,1210.0,2.0,69.0,2
3355,Hosa Road,1652.0,3.0,85.0,3
3357,Hosa Road,1161.0,2.0,55.15,2
3359,Hosa Road,1161.0,2.0,55.15,2
3360,Hosa Road,1365.0,2.0,92.0,2
3361,Hosa Road,1243.0,2.0,48.5,2
3363,Hosa Road,1332.0,2.0,86.12,3
3364,Hosa Road,615.0,1.0,28.29,1
3365,Hosa Road,1318.0,2.0,85.28,3
3366,Hosa Road,1513.0,3.0,103.0,3
3367,Hosa Road,1133.0,2.0,52.0,2
3368,Hosa Road,1016.0,2.0,40.0,2
3369,Hosa Road,972.0,2.0,40.0,2
3370,Hosa Road,1161.0,2.0,55.15,2
3371,Hosa Road,1532.0,3.0,98.13,3
3372,Hosa Road,1680.0,3.0,101.0,3
3373,Hosa Road,880.0,2.0,50.0,2
3374,Hosa Road,1533.0,3.0,98.18,3
3375,Hosa Road,1040.0,2.0,68.59,2
3376,Hosa Road,1040.0,2.0,61.0,2
3378,Hosa Road,1245.0,2.0,62.0,2
3379,Hosa Road,1311.0,2.0,84.86,3
3380,Hosa Road,800.0,1.0,39.99,1
3382,Hosa Road,1364.0,2.0,64.79,2
3383,Hosa Road,1016.0,2.0,45.0,2
3385,Hosa Road,1360.0,2.0,77.61,2
3386,Hosa Road,1170.0,2.0,65.0,2
3387,Hosa Road,1161.0,2.0,55.15,2
3388,Hosa Road,1470.0,2.0,84.22,3
3389,Hosa Road,1513.0,3.0,103.0,3
3391,Hosa Road,1161.0,2.0,48.75,2
3393,Hosa Road,1016.0,2.0,39.95,2
3394,Hosakerehalli,2378.0,3.0,262.0,3
3395,Hosakerehalli,2376.0,3.0,203.0,3
3396,Hosakerehalli,3205.0,5.0,380.0,4
3398,Hosakerehalli,3024.0,5.0,350.0,4
3399,Hosakerehalli,2400.0,5.0,250.0,5
3400,Hosakerehalli,1817.0,4.0,153.0,3
3401,Hosakerehalli,1304.0,2.0,100.0,2
3402,Hosakerehalli,2480.0,3.0,245.0,3
3403,Hosakerehalli,925.0,2.0,46.5,2
3404,Hosakerehalli,2480.0,4.0,260.0,3
3405,Hosakerehalli,1596.0,3.0,79.8,3
3406,Hosakerehalli,1200.0,2.0,100.0,3
3407,Hosakerehalli,3205.0,4.0,300.0,4
3408,Hosakerehalli,3033.0,4.0,326.0,4
3409,Hosakerehalli,600.0,2.0,65.0,2
3410,Hosakerehalli,2480.0,4.0,265.0,3
3411,Hosakerehalli,925.0,2.0,46.25,2
3412,Hosakerehalli,2376.0,3.0,240.0,3
3413,Hosakerehalli,1500.0,6.0,145.0,5
3414,Hoskote,1250.0,3.0,50.0,3
3415,Hoskote,1225.0,3.0,40.0,3
3416,Hoskote,1740.0,3.0,60.0,3
3417,Hoskote,1170.0,2.0,45.0,2
3419,Hoskote,1200.0,3.0,57.0,3
3420,Hoskote,1069.0,2.0,38.0,3
3421,Hoskote,1095.0,2.0,33.6,2
3423,Hoskote,1065.0,2.0,31.5,2
3424,Hoskote,1395.0,2.0,63.0,3
3425,Hoskote,1065.0,2.0,28.5,2
3426,Hoskote,945.0,2.0,35.0,2
3427,Hoskote,1003.5,2.0,28.095,2
3428,Hoskote,1065.0,2.0,33.75,2
3429,Hoskote,509.0,1.0,23.0,1
3430,Hosur Road,1656.0,2.0,120.0,2
3431,Hosur Road,1194.0,2.0,69.0,2
3434,Hosur Road,3300.0,5.0,240.0,5
3435,Hosur Road,1510.0,2.0,105.0,3
3436,Hosur Road,1427.0,2.0,80.63,3
3437,Hosur Road,1508.0,2.0,110.0,3
3438,Hosur Road,460.0,1.0,21.0,1
3440,Hosur Road,1179.0,2.0,49.0,2
3441,Hosur Road,950.0,2.0,60.0,2
3442,Hosur Road,1194.0,2.0,71.64,2
3443,Hosur Road,1766.0,3.0,130.0,3
3444,Hosur Road,1689.0,3.0,103.0,3
3445,Hosur Road,3600.0,5.0,180.0,5
3446,Hosur Road,1170.0,2.0,48.0,2
3447,Hosur Road,1250.0,2.0,55.0,2
3448,Hosur Road,1689.0,3.0,103.0,3
3450,Hosur Road,2000.0,4.0,130.0,4
3451,Hosur Road,1250.0,2.0,65.0,2
3452,Hosur Road,1689.0,3.0,103.0,3
3455,Hosur Road,1223.0,2.0,93.0,2
3457,Hosur Road,1919.0,3.0,117.0,3
3458,Hulimavu,1125.0,2.0,50.0,2
3459,Hulimavu,1242.0,2.0,51.0,2
3461,Hulimavu,1823.0,3.0,100.0,3
3462,Hulimavu,1300.0,2.0,36.0,2
3463,Hulimavu,1080.0,2.0,43.2,2
3464,Hulimavu,1100.0,2.0,71.5,2
3466,Hulimavu,688.0,1.0,50.0,1
3467,Hulimavu,1255.0,2.0,73.0,2
3468,Hulimavu,1200.0,4.0,75.0,4
3469,Hulimavu,1058.0,2.0,48.0,2
3470,Hulimavu,1375.0,2.0,80.0,2
3471,Hulimavu,1248.0,2.0,69.0,2
3472,Hulimavu,1818.0,3.0,135.0,3
3473,Hulimavu,1225.0,2.0,55.0,2
3474,Hulimavu,1255.0,2.0,74.0,2
3475,Hulimavu,1175.0,2.0,45.0,2
3476,Hulimavu,1255.0,2.0,69.0,2
3477,Hulimavu,1255.0,2.0,66.0,2
3478,Hulimavu,3035.0,5.0,271.0,3
3479,Hulimavu,3035.0,5.0,220.0,3
3480,Hulimavu,1127.0,2.0,65.0,2
3481,Hulimavu,1200.0,2.0,50.0,2
3483,Hulimavu,1200.0,2.0,75.0,2
3484,Hulimavu,1430.0,2.0,90.0,3
3485,Hulimavu,850.0,1.0,39.5,2
3486,Hulimavu,1000.0,2.0,45.0,2
3489,Hulimavu,3560.0,5.0,318.0,4
3490,Hulimavu,1011.0,2.0,38.0,2
3491,Hulimavu,1276.0,2.0,76.0,2
3492,Hulimavu,1500.0,2.0,90.0,2
3493,Hulimavu,1315.0,2.0,60.48,2
3494,Hulimavu,1021.0,2.0,76.0,2
3495,Hulimavu,581.0,1.0,29.0,1
3496,Hulimavu,935.0,2.0,45.0,2
3497,Hulimavu,1050.0,2.0,125.0,2
3499,Hulimavu,1200.0,4.0,75.0,4
3500,Hulimavu,1260.0,2.0,82.0,3
3501,Hulimavu,450.0,1.0,20.0,1
3502,Hulimavu,1231.0,2.0,84.5,2
3503,Hulimavu,1916.0,2.0,150.0,3
3504,Hulimavu,1115.0,2.0,44.6,2
3505,ISRO Layout,4400.0,6.0,250.0,6
3506,ISRO Layout,1000.0,2.0,60.0,2
3507,ISRO Layout,1180.0,2.0,52.0,2
3508,ISRO Layout,1000.0,2.0,60.0,2
3509,ISRO Layout,1310.0,2.0,68.0,3
3510,ISRO Layout,4200.0,4.0,255.0,4
3511,ISRO Layout,1050.0,2.0,51.0,2
3512,ISRO Layout,1370.0,2.0,87.0,3
3513,ISRO Layout,1200.0,2.0,43.0,2
3514,ITPL,1200.0,3.0,56.12,3
3515,ITPL,1548.0,3.0,89.5,3
3516,ITPL,1200.0,3.0,68.4,3
3517,ITPL,1200.0,3.0,56.12,3
3518,ITPL,1200.0,3.0,56.12,3
3519,ITPL,1500.0,3.0,61.52,3
3520,ITPL,5667.5,5.0,300.0,4
3521,Iblur Village,3235.0,3.0,235.0,3
3522,Iblur Village,3596.0,5.0,290.0,4
3523,Iblur Village,1920.0,3.0,130.0,3
